商品名称,商品毛重.kg.,奶源产地,国产或进口,适用年龄.岁.,包装单位,配方,分类,段位,团购价.元.,评价量
金贝,1.1,中国大陆,国产,1-3岁,桶装,常规配方奶粉,羊奶粉,3段,309,188
惠氏,1.4,其它　,国产,3-6岁,盒装,常规配方奶粉,牛奶粉,4段,309,187
美赞臣,1,其它　,国产,0-0.5岁,盒装,常规配方奶粉,牛奶粉,1段,312,184
惠氏,0.9,其它　,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,310,184
飞鹤,0.9,其它　,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,310,184
澳优,1,中国大陆,国产,3-6岁,桶装,常规配方奶粉,牛奶粉,4段,316,183
美赞臣,1.2,其它　,国产,3-6岁,盒装,常规配方奶粉,牛奶粉,4段,313,183
贝因美,1,其它　,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,318,182
美赞臣,1,荷兰,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,318,182
伊利,0.5,其它　,国产,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,318,182
羊羊,0.57,中国大陆,国产,1-3岁,盒装,常规配方奶粉,羊奶粉,3段,320,180
御宝,0.9,中国大陆,国产,1-3岁,桶装,常规配方奶粉,羊奶粉,3段,318,180
喜安智,1.5,澳洲/新西兰,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,320,179
美赞臣,0.9,其它　,进口,0-0.5岁,桶装,常规配方奶粉,牛奶粉,3段,322,169
伊利,1.2,澳洲/新西兰,国产,0.5-1岁,盒装,常规配方奶粉,牛奶粉,2段,322,168
完达山,0.5,中国大陆,国产,1-3岁,盒装,常规配方奶粉,羊奶粉,3段,322,166
明一,1.2,中国大陆,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,324,164
伊利,0.5,其它　,国产,3-6岁,盒装,常规配方奶粉,牛奶粉,4段,322,164
百立乐,1,其它　,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,326,163
美赞臣,1.2,荷兰,国产,3-6岁,桶装,常规配方奶粉,牛奶粉,4段,324,163
君乐宝,0.2,中国大陆,国产,0-0.5岁,盒装,常规配方奶粉,牛奶粉,1段,328,162
雅士利,0.7,中国大陆,国产,0.5-1岁,袋装,常规配方奶粉,牛奶粉,2段,328,161
美赞臣,0.9,其它　,进口,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,328,155
贝因美,1,其它　,进口,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,328,153
雀巢,1.2,其它　,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,328,152
牛奶客 ,1.5,荷兰,进口,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,328,151
高原之宝,0.454,中国大陆,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,328,150
惠氏,1.2,其它　,国产,0.5-1岁,盒装,常规配方奶粉,牛奶粉,2段,328,146
美赞臣,1.2,其它　,进口,0.5-1岁,盒装,常规配方奶粉,牛奶粉,3段,328,142
雀巢,0.4,其它　,国产,3-6岁,盒装,常规配方奶粉,牛奶粉,4段,328,141
明一,1.12,澳洲/新西兰,国产,0-0.5岁,桶装,常规配方奶粉,羊奶粉,1段,328,140
味全,0.9,荷兰,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,328,139
施恩,0.45,其它　,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,328,138
多美滋,1.2,其它　,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,328,137
圣元,1.1,澳洲/新西兰,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,328,136
味全,0.9,荷兰,国产,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,328,136
伊利,0.9,澳洲/新西兰,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,329,134
雀巢,1.2,其它　,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,329.8,133
人之初,0.9,中国大陆,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,335,129
美赞臣,0.9,其它　,进口,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,335,129
完达山,0.9,其它　,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,335,129
伊利,0.5,其它　,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,335,129
伊利,0.9,澳洲/新西兰,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,338,128
惠氏,0.9,其它　,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,338,128
贝因美,1.8,中国大陆,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,338,128
贝因美,2.43,中国大陆,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,339,127
惠氏,1,爱尔兰,进口,3-6岁,桶装,常规配方奶粉,牛奶粉,4段,338,127
爱达力,0.8,法国,进口,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,338,127
合生元,1.19,法国,进口,3-6岁,桶装,常规配方奶粉,牛奶粉,4段,338,127
Holle,0.7,德国,进口,1-3岁,盒装,有机奶粉,牛奶粉,3段,339,126
惠氏,0.9,其它　,进口,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,339,126
雅培,1,中国大陆,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,339,125
美赞臣,0.9,其它　,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,339,124
贝因美,1,中国大陆,国产,1-3岁,袋装,常规配方奶粉,牛奶粉,3段,339,123
雅培,1.2,其它　,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,339,123
君乐宝,1.05,中国大陆,国产,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,346,122
完达山,1.03,中国大陆,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,342,122
飞鹤,0.9,中国大陆,国产,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,348,120
雅培,1.08,其它　,国产,3-6岁,桶装,常规配方奶粉,牛奶粉,4段,348,120
伊利,1.5,中国大陆,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,346,120
辉山,0.468,中国大陆,国产,0-0.5岁,盒装,常规配方奶粉,牛奶粉,1段,348,117
三元,0.4,中国大陆,国产,1-3岁,箱装,常规配方奶粉,牛奶粉,3段,348,117
三元,1,中国大陆,国产,1-3岁,箱装,常规配方奶粉,牛奶粉,3段,348,115
羊羊,0.8,中国大陆,国产,3-6岁,桶装,常规配方奶粉,羊奶粉,4段,348,114
喜安智,1,澳洲/新西兰,进口,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,348,114
贝因美,1,其它　,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,352,112
多美滋,0.8,其它　,国产,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,355,111
美赞臣,1.06,荷兰,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,352,111
御宝,1,中国大陆,国产,0.5-1岁,桶装,常规配方奶粉,羊奶粉,2段,352,111
伴宝乐,0.9,法国,进口,0-0.5岁,桶装,有机奶粉,牛奶粉,1段,358,110
飞鹤,0.7,中国大陆,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,358,109
雅培,0.9,其它　,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,358,109
爱能特,1,中国大陆,国产,0.5-1岁,桶装,特殊配方奶粉,羊奶粉,2段,358,109
贝因美,0.555,中国大陆,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,360,108
三元,0.4,中国大陆,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,360,108
贝因美,1.2,其它　,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,368,107
完达山,0.9,其它　,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,368,107
惠氏,1,爱尔兰,进口,3-6岁,桶装,常规配方奶粉,牛奶粉,4段,367,107
惠氏,1.2,其它　,进口,0-0.5岁,盒装,常规配方奶粉,牛奶粉,1段,368,105
美素,1.08,荷兰,进口,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,368,103
百立乐,1,其它　,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,368,103
伊利,0.5,其它　,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,368,102
贝因美,1.8,中国大陆,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,368,101
君乐宝,0.2,中国大陆,国产,0-0.5岁,盒装,常规配方奶粉,牛奶粉,1段,368,101
美赞臣,1.35,荷兰,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,368,100
伊利,1.3,其它　,国产,6岁以上,桶装,常规配方奶粉,牛奶粉,4段,368,100
明一,3.36,澳洲/新西兰,国产,1-3岁,袋装,常规配方奶粉,牛奶粉,3段,368,99
惠氏,0.8,其它　,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,368,99
百立乐,1,其它　,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,369,98
贝因美,1,其它　,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,368,98
雀巢,0.4,其它　,国产,0-0.5岁,盒装,常规配方奶粉,牛奶粉,1段,370,97
牛奶客 ,1.5,荷兰,进口,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,369,97
圣元,1.1,澳洲/新西兰,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,370,96
雅睿,1.07,其它　,进口,0.5-1岁,桶装,常规配方奶粉,牛奶粉,1段,372,93
美赞臣,0.9,其它　,国产,3-6岁,桶装,常规配方奶粉,牛奶粉,4段,374,92
辉山,0.47,中国大陆,国产,0-0.5岁,盒装,常规配方奶粉,牛奶粉,1段,372,92
贝因美,0.4,中国大陆,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,372,92
欢恩宝,0.5,荷兰,国产,0-0.5岁,桶装,常规配方奶粉,羊奶粉,1段,376,91
爱瑞嘉,1.2,澳洲/新西兰,进口,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,376,91
明一,1.12,澳洲/新西兰,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,378,89
惠氏,1.2,其它　,国产,3-6岁,盒装,常规配方奶粉,牛奶粉,4段,378,89
伊利,0.5,其它　,国产,0.5-1岁,盒装,常规配方奶粉,牛奶粉,2段,378,89
贝因美,0.9,其它　,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,378,88
纽贝滋,1,中国大陆,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,378,86
贝因美,0.4,中国大陆,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,378,86
雅培,1.08,其它　,国产,3-6岁,桶装,常规配方奶粉,牛奶粉,4段,378,86
莱那珂,1,荷兰,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,378,85
多美滋,0.8,其它　,国产,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,388,84
御宝,0.54,中国大陆,国产,1-3岁,桶装,常规配方奶粉,羊奶粉,3段,384,84
贝拉米,0.9,澳洲/新西兰,进口,1-3岁,桶装,有机奶粉,牛奶粉,3段,382,84
蒙牛,0.2,其它　,国产,0-0.5岁,桶装,常规配方奶粉,牛奶粉,3段,380,84
贝因美,0.555,中国大陆,国产,0.5-1岁,盒装,常规配方奶粉,牛奶粉,2段,378,84
惠氏,2,其它　,国产,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,388,83
味全,1.6,其它　,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,390,82
御宝,4,中国大陆,国产,1-3岁,桶装,常规配方奶粉,羊奶粉,3段,388,82
纽贝滋,5.4,中国大陆,国产,1-3岁,箱装,常规配方奶粉,牛奶粉,3段,390,81
施恩,0.9,其它　,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,390,81
安满,1,澳洲/新西兰,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,396,80
惠氏,1.2,其它　,进口,0-0.5岁,盒装,常规配方奶粉,牛奶粉,1段,396,80
蒙牛,0.45,其它　,国产,3-6岁,盒装,常规配方奶粉,牛奶粉,4段,392,80
雅培,1.2,其它　,国产,0-0.5岁,盒装,常规配方奶粉,牛奶粉,1段,402,79
完达山,1,中国大陆,国产,1-3岁,桶装,常规配方奶粉,羊奶粉,3段,398,79
雅培,0.9,爱尔兰,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,409,78
辉山,1.13,中国大陆,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,408,78
雅培,1.2,其它　,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,405,78
多美滋,0.9,其它　,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,402,78
贝因美,1.1,中国大陆,国产,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,412,77
伊利,1.3,其它　,国产,0-0.5岁,盒装,常规配方奶粉,牛奶粉,1段,410,77
爱达力,0.8,法国,进口,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,410,77
贝因美,1,其它　,进口,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,409,77
贝因美,0.5,其它　,国产,0-0.5岁,盒装,常规配方奶粉,牛奶粉,1段,416,76
美素,3.03,荷兰,进口,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,420,75
御宝,0.18,中国大陆,国产,1-3岁,桶装,常规配方奶粉,羊奶粉,3段,428,74
贝因美,0.9,其它　,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,425,74
美羚,1.2,中国大陆,国产,1-3岁,桶装,常规配方奶粉,羊奶粉,3段,424,74
魔妈,5.8,其它　,国产,1-3岁,箱装,常规配方奶粉,羊奶粉,3段,428,73
惠氏,2,其它　,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,428,73
雀巢,0.8,德国,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,428,72
惠氏,1,爱尔兰,进口,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,438,71
飞鹤,0.9,中国大陆,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,429,71
纽贝滋,0.4,中国大陆,国产,0.5-1岁,袋装,常规配方奶粉,牛奶粉,2段,450,70
乐博维,1,德国,进口,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,438,70
伊利,0.9,其它　,国产,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,438,70
惠氏,0.8,爱尔兰,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,450,69
美赞臣,1.2,其它　,国产,0-0.5岁,盒装,常规配方奶粉,牛奶粉,1段,460,68
澳优,0.8,荷兰,进口,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,460,68
雅培,1.22,中国大陆,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,458,68
贝因美,0.9,其它　,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,458,68
惠氏,0.9,其它　,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,458,68
三元,0.4,中国大陆,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,468,67
雅士利,1.2,其它　,国产,0.5-1岁,盒装,常规配方奶粉,牛奶粉,2段,464,67
多美滋,0.4,其它　,国产,0.5-1岁,盒装,常规配方奶粉,牛奶粉,2段,470,64
雅培,0.9,其它　,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,483,63
圣元,1.1,澳洲/新西兰,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,480,63
伊利,1.2,澳洲/新西兰,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,476,63
康宝瑞,1.1,澳洲/新西兰,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,504,62
伴宝乐,0.9,法国,进口,0-0.5岁,桶装,有机奶粉,牛奶粉,1段,500,62
御宝,1.1,中国大陆,国产,0-0.5岁,桶装,常规配方奶粉,羊奶粉,1段,500,62
君乐宝,1.9,中国大陆,国产,0.5-1岁,盒装,常规配方奶粉,牛奶粉,2段,508,61
羊羊,0.8,中国大陆,国产,0-0.5岁,桶装,常规配方奶粉,羊奶粉,1段,504,61
御宝,0.9,中国大陆,国产,1-3岁,桶装,常规配方奶粉,羊奶粉,3段,528,60
迈高,0.8,其它　,进口,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,528,60
伊利,1.25,其它　,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,518,60
智冠,1,中国大陆,国产,1-3岁,桶装,常规配方奶粉,羊奶粉,3段,531,58
康维多,1.1,荷兰,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,528,58
伊利,0.8,中国大陆,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,536,57
伊利,0.9,澳洲/新西兰,国产,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,534,57
飞鹤,0.4,中国大陆,国产,0.5-1岁,盒装,常规配方奶粉,牛奶粉,2段,540,56
完达山,1,中国大陆,国产,0.5-1岁,桶装,常规配方奶粉,羊奶粉,2段,536,56
完达山,1.03,中国大陆,国产,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,536,56
美赞臣,1.06,荷兰,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,540,55
伊利,0.9,澳洲/新西兰,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,552,54
海普诺凯 ,0.9,荷兰,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,550,54
伊利,0.5,其它　,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,540,54
阳光宝宝,0.4,中国大陆,国产,1-3岁,袋装,常规配方奶粉,牛奶粉,3段,556,53
雅培,0.9,澳洲/新西兰,国产,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,560,50
美素,0.9,其它　,进口,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,556,50
伊利,1,中国大陆,国产,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,570,49
美赞臣,0.6,其它　,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,584,48
美素,0.9,荷兰,进口,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,582,48
雀巢,0.9,其它　,国产,3-6岁,桶装,常规配方奶粉,牛奶粉,4段,592,47
圣元,1.1,澳洲/新西兰,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,584,47
明一,1.2,中国大陆,国产,1-3岁,桶装,常规配方奶粉,羊奶粉,3段,596,46
爱达力,0.8,法国,进口,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,594,46
德露滋,0.45,德国,进口,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,616,45
欢恩宝,0.25,中国大陆,国产,1-3岁,桶装,常规配方奶粉,羊奶粉,3段,612,45
雅姆,0.6,其它　,国产,1-3岁,桶装,常规配方奶粉,羊奶粉,3段,606,45
关山,1,中国大陆,国产,0-0.5岁,桶装,常规配方奶粉,羊奶粉,1段,600,45
羊羊,1.04,中国大陆,国产,1-3岁,桶装,常规配方奶粉,羊奶粉,3段,632,44
君乐宝,0.8,中国大陆,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,624,44
乐博维,1.1,德国,进口,0.5-1岁,桶装,有机奶粉,牛奶粉,2段,620,44
伊利,1.5,其它　,国产,0-0.5岁,盒装,常规配方奶粉,牛奶粉,1段,619.5,44
明一,1.12,澳洲/新西兰,国产,0.5-1岁,桶装,常规配方奶粉,羊奶粉,2段,618,44
雅士利,0.7,其它　,国产,1-3岁,袋装,常规配方奶粉,牛奶粉,3段,656,43
惠氏,1.8,其它　,进口,0-0.5岁,盒装,常规配方奶粉,牛奶粉,1段,654,43
君乐宝,1.1,中国大陆,国产,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,648,43
贝因美,0.555,中国大陆,国产,3-6岁,盒装,常规配方奶粉,牛奶粉,4段,644,43
味全,1.8,荷兰,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,667,42
御宝,1.8,中国大陆,国产,0.5-1岁,桶装,常规配方奶粉,羊奶粉,2段,662,42
贝因美,0.9,其它　,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,670,41
惠氏,0.9,其它　,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,674,40
惠氏,0.9,其它　,国产,3-6岁,桶装,常规配方奶粉,牛奶粉,4段,672,40
爱睿惠,0.95,澳洲/新西兰,进口,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,690,39
美赞臣,1,其它　,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,684,39
三元,1,中国大陆,国产,0.5-1岁,箱装,常规配方奶粉,牛奶粉,2段,676,39
惠氏,0.9,其它　,进口,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,676,39
纽贝兰朵,1,中国大陆,国产,1-3岁,桶装,常规配方奶粉,羊奶粉,3段,696,38
雅培,0.9,其它　,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,696,38
澳优,0.8,荷兰,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,695,38
美赞臣,0.85,其它　,进口,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,692,38
美赞臣,1,荷兰,进口,1-3岁,桶装,有机奶粉,牛奶粉,1段,704,37
伊利,1.2,澳洲/新西兰,国产,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,702,37
伊利,0.9,其它　,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,714,36
雅培,0.9,其它　,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,708,36
美赞臣,1.2,其它　,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,714,35
关山,1,中国大陆,国产,1-3岁,桶装,常规配方奶粉,羊奶粉,3段,744,34
雅培,1.2,其它　,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,720,34
君乐宝,0.8,中国大陆,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,714,34
关山,1,中国大陆,国产,0-0.5岁,桶装,常规配方奶粉,羊奶粉,1段,774,33
贝因美,1,其它　,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,764,33
贝因美,1,其它　,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,752,33
惠氏,0.4,爱尔兰,进口,0-0.5岁,桶装,特殊配方奶粉,牛奶粉,1段,747,33
君乐宝,0.9,中国大陆,国产,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,776,32
致睿,1,法国,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,776,32
贝因美,1,中国大陆,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,776,32
人之初,0.4,中国大陆,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,792,31
伊利,0.45,其它　,国产,0-0.5岁,袋装,常规配方奶粉,牛奶粉,1段,784,31
贝因美,1,中国大陆,国产,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,780,31
雀巢,0.4,其它　,国产,3-6岁,盒装,常规配方奶粉,牛奶粉,4段,780,31
惠氏,0.8,爱尔兰,进口,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,834,30
伊利,0.9,其它　,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,828,30
蒙牛,0.4,其它　,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,820,30
飞鹤,0.5,其它　,国产,3-6岁,盒装,常规配方奶粉,牛奶粉,4段,810,30
多美滋,0.9,其它　,国产,3-6岁,桶装,常规配方奶粉,牛奶粉,4段,834,29
雅培,1.2,其它　,国产,0.5-1岁,箱装,常规配方奶粉,牛奶粉,2段,834,29
美赞臣,0.9,其它　,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,900,27
美素,0.9,其它　,进口,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,885,27
完达山,0.9,其它　,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,885,27
纽瑞滋,1.1,澳洲/新西兰,进口,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,885,27
亨氏,0.9,英国,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,885,27
御宝,0.5,中国大陆,国产,3-6岁,盒装,常规配方奶粉,羊奶粉,4段,870,27
飞鹤,0.5,其它　,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,870,27
伊利,0.98,其它　,国产,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,870,27
爱能特,1,澳洲/新西兰,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,864,27
完达山,0.5,中国大陆,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,840,27
完达山,0.4,其它　,国产,0.5-1岁,袋装,常规配方奶粉,牛奶粉,2段,837,27
飞鹤,1,中国大陆,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,924,25
羊羊,0.8,中国大陆,国产,0.5-1岁,桶装,常规配方奶粉,羊奶粉,1段,904,25
人之初,0.4,中国大陆,国产,0.5-1岁,盒装,常规配方奶粉,牛奶粉,2段,900,25
高原之宝,0.454,中国大陆,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,960,24
雅培,1.15,其它　,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,930,24
美羚,0.8,中国大陆,国产,1-3岁,桶装,常规配方奶粉,羊奶粉,3段,972,23
贝因美,0.4,其它　,国产,0-0.5岁,盒装,常规配方奶粉,牛奶粉,3段,966,23
贝因美,1,中国大陆,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,1008,22
佳贝艾特,0.19,荷兰,进口,1-3岁,盒装,常规配方奶粉,羊奶粉,3段,1008,22
爱睿惠,1.09,其它　,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,972,22
飞鹤,1.2,其它　,国产,0-0.5岁,盒装,常规配方奶粉,牛奶粉,1段,1030,21
德露滋,0.45,德国,进口,0-0.5岁,桶装,常规配方奶粉,牛奶粉,1段,1016,21
贝因美,0.2,其它　,国产,0.5-1岁,盒装,常规配方奶粉,牛奶粉,2段,1060,20
伊利,0.9,澳洲/新西兰,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,1036,20
贝因美,1,中国大陆,国产,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,1104,19
飞鹤,0.5,其它　,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,1104,19
雀巢,0.9,德国,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,1072,19
美赞臣,1,荷兰,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,1134,18
雀巢,0.8,德国,进口,0.5-1岁,桶装,常规配方奶粉,牛奶粉,2段,1116,18
惠氏,0.4,其它　,进口,0-0.5岁,袋装,常规配方奶粉,牛奶粉,1段,1184,17
飞鹤,1,中国大陆,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,1176,17
益生元,0.12,中国大陆,国产,0.5-1岁,桶装,常规配方奶粉,羊奶粉,2段,1160,17
雀巢,1,其它　,国产,3-6岁,桶装,常规配方奶粉,牛奶粉,4段,1152,17
雅士利,0.8,澳洲/新西兰,国产,0.5-1岁,盒装,常规配方奶粉,牛奶粉,2段,1134,17
御宝,1,中国大陆,国产,1-3岁,桶装,常规配方奶粉,羊奶粉,3段,1188,16
尤爱倍特,0.5,中国大陆,国产,1-3岁,桶装,常规配方奶粉,羊奶粉,3段,1288,15
雀巢,1.2,其它　,国产,1-3岁,盒装,常规配方奶粉,牛奶粉,3段,1232,15
合生元,1,其它　,进口,1-3岁,桶装,常规配方奶粉,牛奶粉,3段,1231,15
